UNIQUE_ID,LATITUDE,LONGITUDE,SOUNDING_M,STATE_NAME,QUAD_NAME,GEN_LOC_NM,SPECFC_LOC,AREA_CODE,SAMP_DATE1,TO_SMP_DT2,DPTH_N_COR,DPTH_CODE,COR_GRB_CD,BENZNE,2BZTPN,2BZFRN,BIPHENYL,ACNPHTHN,ACNPHTYL,FLUORENE,PHNANTHR,ANTHRACN,PYRENE,FLORNTHN,CHRYSENE,PERYLENE
US05055,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05056,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05057,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05058,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05059,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05060,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05061,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05062,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05063,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05064,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05065,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05066,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05067,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05068,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05069,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05070,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05071,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05072,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05073,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05074,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05075,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05076,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05077,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05078,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05079,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05080,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05081,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05082,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05083,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05084,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05085,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05086,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05087,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05088,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05089,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05090,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05091,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05092,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05093,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05094,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05095,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05096,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05097,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05098,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05099,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05100,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05101,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05102,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05103,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05104,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05105,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05106,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05107,NA,NA,NA,MA,NA,Boston Inner Harbor,Fort Pt. Channel,1,NA,NA,NA,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05108,42.8,-69.9,NA,NA,NA,Gulf of Maine (>50m Isobath),Wilkinson Basin,8,NA,NA,0-1cm,Surface,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05109,42.8,-69.9,NA,NA,NA,Gulf of Maine (>50m Isobath),Wilkinson Basin,8,NA,NA,37-41cm,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05110,42.8,-69.9,NA,NA,NA,Gulf of Maine (>50m Isobath),Wilkinson Basin,8,NA,NA,85-88cm,Depth,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05111,NA,NA,NA,MA,NA,Central Boston Harbor,Quincy Salt Marsh,3,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05112,NA,NA,NA,MA,NA,Central Boston Harbor,Quincy Salt Marsh,3,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05113,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05114,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05115,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05116,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05117,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05118,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05119,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05120,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05121,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05122,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05123,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05124,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank,8,NA,NA,surface?,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05125,NA,NA,NA,NA,NA,Intertidal Alantic Canada,None,0,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,1.4,NA,1.8,2.3,NA,NA
US05126,NA,NA,NA,NA,NA,Intertidal Alantic Canada,None,0,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,0.01,NA,0.007,0.008,NA,NA
US05127,NA,NA,NA,NA,NA,Gulf of Maine (>50m Isobath),Georges Bank and Nantucket Shoal,8,NA,NA,0-5 cm composite,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05128,43.3,-67.7,265,NA,NA,Gulf of Maine (>50m Isobath),Jordan Basin,8,NA,NA,0-2 cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,28,28,37,44,45,0
US05129,42.2,-69.6,282,NA,NA,Gulf of Maine (>50m Isobath),Murray Basin,8,NA,NA,0-2 cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,32,32,49,55,63,0
US05130,42.8,-69.9,215,NA,NA,Gulf of Maine (>50m Isobath),Willkinson Basin,8,NA,NA,2-3 cm,Surface,Core,NA,NA,NA,NA,NA,NA,NA,43,43,100,120,80,0
US05131,41.9,-68.1,225,NA,NA,Gulf of Maine (>50m Isobath),Franklin Basin,8,NA,NA,"""surface""",Surface,Grab,NA,NA,NA,NA,NA,NA,NA,15,15,15,19,20,0
US05133,42.6,-70.1,130,NA,NA,Gulf of Maine (>50m Isobath),MassBay,8,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,10,10,17,19,15,0
US05134,42.6,-70.3,155,NA,NA,Gulf of Maine (>50m Isobath),MassBay,8,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,53,53,84,93,86,0
US05135,42.5,-70.6,90,MA,NA,Massachusetts Bays,MassBay,5,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,250,250,360,340,380,0
US05136,42.3,-71,6,MA,NA,Central Boston Harbor,?Boston Inner Harbor; plots in central harbor,3,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,670,670,890,760,980,0
US05137,42.4,-71.1,NA,MA,NA,Boston Inner Harbor,Charles River,1,NA,NA,surface,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,3000,3000,12000,13000,21000,NA
US05138,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0
US05139,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0
US05140,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0,0.6,0,0,0,0,0
US05141,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05142,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05143,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0,4.6,0,0,0,0,0
US05144,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05145,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05146,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05147,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,3.4,NA,NA,2,24,11,5.9,0,0,0
US05148,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05149,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05150,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05151,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05152,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0
US05153,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05154,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05155,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0,1.3,0,15,6.6,2.7000000000000002,1.4
US05156,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,23,8.2,3,17,3.6,6.9000000000000004,7.4
US05157,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,0.6,11,17,26,42,6.2000000000000002,16
US05158,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,2.4,13,3,25,46,8.5999999999999996,19
US05159,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,0,NA,NA,10,12,0,7.4,5.4,0,9.8
US05160,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05161,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05162,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05163,40.7,-67.8,NA,NA,NA,Gulf of Maine (>50m Isobath),"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05164,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",Surface,Core,NA,NA,NA,32.8,63,0,151,1460,349,2880,2960,4370,319
US05165,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",Surface,Core,NA,NA,NA,47.2,117,0,290,2850,800,8810,9860,12400,1290
US05166,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",Surface,Core,NA,NA,NA,57.8,68.9,13.2,171,1370,288,4370,2810,4180,389
US05167,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,64,94,16,0,1820,431,5150,3470,4840,631
US05168,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,42.2,63.7,13.5,177,1670,332,5170,2950,4200,486
US05169,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,54.6,63.1,13.6,217,1670,419,8130,3100,5780,551
US05170,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,72.2,51.2,38.2,187,1230,413,10400,2270,6060,741
US05171,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,82.9,66.6,38.4,238,1400,462,14100,2800,8200,870
US05172,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,62.2,125,17.7,246,1200,313,7370,2360,4950,566
US05173,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,30.5,58.2,10.3,126,774,219,4770,1430,2190,403
US05174,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,20.5,0,0,66.7,458,129,2860,837,1690,130
US05175,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,18.6,28.3,0,82.7,552,151,2570,965,1720,107
US05176,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,43,53.6,13.6,166,1320,344,4750,2580,4300,517
US05177,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,38.1,33.6,9.16,158,1100,288,3820,2590,4220,375
US05178,42.35611111111111,-71.04472222222222,NA,MA,NA,Boston Inner Harbor,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,NA,NA,NA,30.5,140,6.06,292,2140,436,4340,2770,3920,215
US05179,42.32944444444445,-70.99277777777777,NA,MA,NA,Northwest Boston Harbor,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",Surface,Core,NA,NA,NA,53.5,0,63.4,88.7,665,204,1350,1210,765,0
US05180,42.32944444444445,-70.99277777777777,NA,MA,NA,Northwest Boston Harbor,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",Surface,Core,NA,NA,NA,0,0,0,0,449,111,1090,1180,692,0
