UNIQUE_ID,LATITUDE,LONGITUDE,SOUNDING_M,STATE_NAME,QUAD_NAME,GEN_LOC_NM,SPECFC_LOC,AREA_CODE,SAMP_DATE1,TO_SMP_DT2,DPTH_N_COR,DPTH_CODE,COR_GRB_CD,site,SAMPLE_WT,SAMP_UNITS,Q1_MM,Q2_MED_MM,Q3_MM,GRN_SI_PCT,SPECIFIC_G,GRAVEL_PCT,SAND_PCT,SILT_PCT,CLAY_PCT,FINES_SIL,SED_CLASS,CLASSIF_S,MEDIAN,MEAN,STDEV_SORT,SKEWNESS,KURTOSIS
US05111,NA,NA,NA,MA,NA,CENTRAL BOSTON HARBOR,Quincy Salt Marsh,3,NA,NA,surface,Surface,Grab,Quincy Salt Marsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05112,NA,NA,NA,MA,NA,CENTRAL BOSTON HARBOR,Quincy Salt Marsh,3,NA,NA,surface,Surface,Grab,Quincy Salt Marsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05113,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05114,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05115,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05116,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05117,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05118,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05119,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05120,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05121,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05122,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05123,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05124,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank,8,NA,NA,surface?,Surface,Grab,Georges Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05125,NA,NA,NA,NA,NA,Intertidal Alantic Canada,None,0,NA,NA,surface,Surface,Grab,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05126,NA,NA,NA,NA,NA,Intertidal Alantic Canada,None,0,NA,NA,surface,Surface,Grab,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05127,NA,NA,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH",Georges Bank and Nantucket Shoal,8,NA,NA,0-5 cm composite,Surface,Grab,Georges Bank and Nantucket Shoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05128,43.3,-67.7,265,NA,NA,"GULF OF MAINE, >50M ISOBATH",Jordan Basin,8,NA,NA,0-2 cm,Surface,Grab,Jordan Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05129,42.2,-69.6,282,NA,NA,"GULF OF MAINE, >50M ISOBATH",Murray Basin,8,NA,NA,0-2 cm,Surface,Grab,Murray Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05130,42.8,-69.9,215,NA,NA,"GULF OF MAINE, >50M ISOBATH",Willkinson Basin,8,NA,NA,2-3 cm,Surface,Core,Willkinson Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05131,41.9,-68.1,225,NA,NA,"GULF OF MAINE, >50M ISOBATH",Franklin Basin,8,NA,NA,"""surface""",Surface,Grab,Franklin Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05133,42.6,-70.1,130,NA,NA,"GULF OF MAINE, >50M ISOBATH",MassBay,8,NA,NA,surface,Surface,Grab,MassBay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05134,42.6,-70.3,155,NA,NA,"GULF OF MAINE, >50M ISOBATH",MassBay,8,NA,NA,surface,Surface,Grab,MassBay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05135,42.5,-70.6,90,MA,NA,MASS BAYS,MassBay,5,NA,NA,surface,Surface,Grab,MassBay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05136,42.3,-71,6,MA,NA,CENTRAL BOSTON HARBOR,?Boston Inner Harbor; plots in central harbor,3,NA,NA,surface,Surface,Grab,?Boston Inner Harbor; plots in central harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05137,42.4,-71.1,NA,MA,NA,BOSTON INNER HARBOR,Charles River,1,NA,NA,surface,Surface,Grab,Charles River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05138,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05139,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05140,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05141,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05142,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05143,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05144,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05145,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05146,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05147,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05148,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05149,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05150,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05151,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05152,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05153,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05154,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05155,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05156,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05157,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05158,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05159,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05160,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05161,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05162,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05163,40.7,-67.8,NA,NA,NA,"GULF OF MAINE, >50M ISOBATH","Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",8,NA,NA,0 to 2cm,Surface,Grab,"Georges Bank, Block 312, Lease sale 42, Mobile rig Rowan-Midland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05164,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05165,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05166,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05167,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05168,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05169,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05170,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05171,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05172,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05173,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05174,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05175,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05176,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05177,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05178,42.35611111111111,-71.04472222222222,NA,MA,NA,BOSTON INNER HARBOR,"Boston Harbor, Fort Point Channel",1,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Fort Point Channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05179,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05180,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05181,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05182,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05183,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05184,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05185,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05186,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05187,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05188,42.32944444444445,-70.99277777777777,NA,MA,NA,NORTHWEST BOSTON HARBOR,"Boston Harbor, Spectacle Island",2,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Spectacle Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05189,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05190,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05191,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05192,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05193,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05194,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",Surface,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US05195,42.288888888888884,-70.92888888888889,NA,MA,NA,SOUTHEAST BOSTON HARBOR,"Boston Harbor, Peddocks Island",4,NA,NA,"see 53, in cm",depth,Core,"Boston Harbor, Peddocks Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
